Food code,Start date,End date,Moisture change,Fat change,Type of fat
27420250,1/1/2009,12/31/2010,0,0,0
27420270,1/1/2009,12/31/2010,0,0,0
27420350,1/1/2009,12/31/2010,0,0,0
27420370,1/1/2009,12/31/2010,-5,0,0
27420390,1/1/2009,12/31/2010,-10,0,0
27420400,1/1/2009,12/31/2010,-10,0,0
27420410,1/1/2009,12/31/2010,-10,0,0
27420450,1/1/2009,12/31/2010,0,0,0
27420460,1/1/2009,12/31/2010,0,0,0
27420470,1/1/2009,12/31/2010,0,0,0
27420500,1/1/2009,12/31/2010,-5,0,0
27420510,1/1/2009,12/31/2010,-5,0,0
27420520,1/1/2009,12/31/2010,-20,0,0
27421010,1/1/2009,12/31/2010,-35.3,0,0
27422010,1/1/2009,12/31/2010,-13,0,0
27430400,1/1/2009,12/31/2010,0,0,0
27430410,1/1/2009,12/31/2010,0,0,0
27430500,1/1/2009,12/31/2010,0,0,0
27430510,1/1/2009,12/31/2010,0,0,0
27430580,1/1/2009,12/31/2010,0,0,0
27430590,1/1/2009,12/31/2010,0,0,0
27430610,1/1/2009,12/31/2010,-20,0,0
27440110,1/1/2009,12/31/2010,0,0,0
27440120,1/1/2009,12/31/2010,0,0,0
27440130,1/1/2009,12/31/2010,-20,0,0
27440150,1/1/2009,12/31/2010,0,0,0
27441120,1/1/2009,12/31/2010,-13,0,0
27442110,1/1/2009,12/31/2010,-13,-0.8,4542
27442120,1/1/2009,12/31/2010,-13,-0.8,4542
27443110,1/1/2009,12/31/2010,-10,0,0
27443120,1/1/2009,12/31/2010,-10,0,0
27443150,1/1/2009,12/31/2010,-10,0,0
27445110,1/1/2009,12/31/2010,-5,0,0
27445120,1/1/2009,12/31/2010,-5,0,0
27445125,1/1/2009,12/31/2010,0,0,0
27445130,1/1/2009,12/31/2010,0,0,0
27445150,1/1/2009,12/31/2010,0,0,0
27445180,1/1/2009,12/31/2010,0,0,0
27445220,1/1/2009,12/31/2010,-5,0,0
27445250,1/1/2009,12/31/2010,-30,0,0
27446100,1/1/2009,12/31/2010,-12,0,0
27446200,1/1/2009,12/31/2010,0,0,0
27446205,1/1/2009,12/31/2010,0,0,0
27446220,1/1/2009,12/31/2010,0,0,0
27446300,1/1/2009,12/31/2010,0,0,0
27446310,1/1/2009,12/31/2010,0,0,0
27446315,1/1/2009,12/31/2010,0,0,0
27446320,1/1/2009,12/31/2010,0,0,0
27446350,1/1/2009,12/31/2010,0,0,0
27446355,1/1/2009,12/31/2010,0,0,0
27446360,1/1/2009,12/31/2010,0,0,0
27446362,1/1/2009,12/31/2010,0,0,0
27446400,1/1/2009,12/31/2010,0,0,0
27446410,1/1/2009,12/31/2010,0,0,0
27448020,1/1/2009,12/31/2010,0,0,0
27448030,1/1/2009,12/31/2010,0,0,0
27450010,1/1/2009,12/31/2010,0,0,0
27450020,1/1/2009,12/31/2010,0,0,0
27450030,1/1/2009,12/31/2010,0,0,0
27450040,1/1/2009,12/31/2010,-12.1,0,0
27450060,1/1/2009,12/31/2010,0,0,0
27450070,1/1/2009,12/31/2010,0,0,0
27450080,1/1/2009,12/31/2010,0,0,0
27450090,1/1/2009,12/31/2010,0,0,0
27450100,1/1/2009,12/31/2010,0,0,0
27450110,1/1/2009,12/31/2010,0,0,0
27450120,1/1/2009,12/31/2010,0,0,0
27450130,1/1/2009,12/31/2010,0,0,0
27450150,1/1/2009,12/31/2010,-20,0,0
27450180,1/1/2009,12/31/2010,0,0,0
27450190,1/1/2009,12/31/2010,0,0,0
27450200,1/1/2009,12/31/2010,0,0,0
27450210,1/1/2009,12/31/2010,0,0,0
27450250,1/1/2009,12/31/2010,-10,0,0
27450310,1/1/2009,12/31/2010,0,0,0
27450400,1/1/2009,12/31/2010,0,0,0
27450405,1/1/2009,12/31/2010,0,0,0
27450410,1/1/2009,12/31/2010,-5,0,0
27450420,1/1/2009,12/31/2010,-5,0,0
27450430,1/1/2009,12/31/2010,-20,0,0
27450450,1/1/2009,12/31/2010,-14.1,0,0
27450470,1/1/2009,12/31/2010,-19.9,0,0
27450510,1/1/2009,12/31/2010,-10,0,0
27450600,1/1/2009,12/31/2010,-5,0,0
27450610,1/1/2009,12/31/2010,-5,0,0
27450650,1/1/2009,12/31/2010,-12,0,0
27450660,1/1/2009,12/31/2010,0,0,0
27450700,1/1/2009,12/31/2010,-10,0,0
27450710,1/1/2009,12/31/2010,-10,0,0
27450740,1/1/2009,12/31/2010,-5,0,0
27450750,1/1/2009,12/31/2010,-5,0,0
27450760,1/1/2009,12/31/2010,-20,0,0
27451010,1/1/2009,12/31/2010,-24.8,0,0
27451030,1/1/2009,12/31/2010,-30.5,0,0
27451060,1/1/2009,12/31/2010,-27.7,0,0
27451070,1/1/2009,12/31/2010,0,0,0
27460010,1/1/2009,12/31/2010,-10,0,0
27460100,1/1/2009,12/31/2010,0,0,0
27460490,1/1/2009,12/31/2010,0,0,0
27460510,1/1/2009,12/31/2010,0,0,0
27460710,1/1/2009,12/31/2010,0,0,0
27460750,1/1/2009,12/31/2010,0,0,0
27461010,1/1/2009,12/31/2010,-33.6,0,0
27462000,1/1/2009,12/31/2010,-32.3,0,0
27463000,1/1/2009,12/31/2010,-35,0,0
27464000,1/1/2009,12/31/2010,-25,0,0
27500050,1/1/2009,12/31/2010,0,0,0
27500100,1/1/2009,12/31/2010,0,0,0
27500200,1/1/2009,12/31/2010,0,0,0
27500300,1/1/2009,12/31/2010,0,0,0
27510000,1/1/2009,12/31/2010,0,0,0
27510110,1/1/2009,12/31/2010,0,0,0
27510130,1/1/2009,12/31/2010,0,0,0
27510210,1/1/2009,12/31/2010,0,0,0
27510220,1/1/2009,12/31/2010,0,0,0
27510230,1/1/2009,12/31/2010,0,0,0
27510240,1/1/2009,12/31/2010,0,0,0
27510250,1/1/2009,12/31/2010,0,0,0
27510260,1/1/2009,12/31/2010,0,0,0
27510270,1/1/2009,12/31/2010,0,0,0
27510280,1/1/2009,12/31/2010,0,0,0
27510290,1/1/2009,12/31/2010,0,0,0
27510300,1/1/2009,12/31/2010,0,0,0
27510310,1/1/2009,12/31/2010,0,0,0
27510311,1/1/2009,12/31/2010,0,0,0
27510320,1/1/2009,12/31/2010,0,0,0
27510330,1/1/2009,12/31/2010,0,0,0
27510340,1/1/2009,12/31/2010,0,0,0
27510350,1/1/2009,12/31/2010,0,0,0
27510355,1/1/2009,12/31/2010,0,0,0
27510360,1/1/2009,12/31/2010,0,0,0
27510370,1/1/2009,12/31/2010,0,0,0
27510375,1/1/2009,12/31/2010,0,0,0
27510380,1/1/2009,12/31/2010,0,0,0
27510390,1/1/2009,12/31/2010,0,0,0
27510400,1/1/2009,12/31/2010,0,0,0
27510410,1/1/2009,12/31/2010,0,0,0
27510420,1/1/2009,12/31/2010,0,0,0
27510425,1/1/2009,12/31/2010,0,0,0
27510430,1/1/2009,12/31/2010,0,0,0
27510435,1/1/2009,12/31/2010,0,0,0
27510440,1/1/2009,12/31/2010,0,0,0
27510450,1/1/2009,12/31/2010,0,0,0
27510480,1/1/2009,12/31/2010,0,0,0
27510500,1/1/2009,12/31/2010,0,0,0
27510510,1/1/2009,12/31/2010,0,0,0
27510520,1/1/2009,12/31/2010,0,0,0
27510530,1/1/2009,12/31/2010,0,0,0
27510540,1/1/2009,12/31/2010,0,0,0
27510550,1/1/2009,12/31/2010,0,0,0
27510560,1/1/2009,12/31/2010,0,0,0
27510570,1/1/2009,12/31/2010,0,0,0
27510590,1/1/2009,12/31/2010,0,0,0
27510600,1/1/2009,12/31/2010,0,0,0
27510610,1/1/2009,12/31/2010,0,0,0
27510620,1/1/2009,12/31/2010,0,0,0
27510630,1/1/2009,12/31/2010,0,0,0
27510650,1/1/2009,12/31/2010,0,0,0
27510660,1/1/2009,12/31/2010,0,0,0
27510670,1/1/2009,12/31/2010,0,0,0
27510680,1/1/2009,12/31/2010,0,0,0
27510690,1/1/2009,12/31/2010,0,0,0
27510700,1/1/2009,12/31/2010,0,0,0
27510710,1/1/2009,12/31/2010,0,0,0
27510720,1/1/2009,12/31/2010,0,0,0
27510910,1/1/2009,12/31/2010,0,0,0
27510950,1/1/2009,12/31/2010,0,0,0
27511010,1/1/2009,12/31/2010,0,0,0
27513010,1/1/2009,12/31/2010,0,0,0
27513020,1/1/2009,12/31/2010,0,0,0
27513030,1/1/2009,12/31/2010,0,0,0
27513040,1/1/2009,12/31/2010,0,0,0
27513041,1/1/2009,12/31/2010,0,0,0
27513050,1/1/2009,12/31/2010,0,0,0
27513060,1/1/2009,12/31/2010,0,0,0
27513070,1/1/2009,12/31/2010,0,0,0
27515000,1/1/2009,12/31/2010,0,0,0
27515010,1/1/2009,12/31/2010,0,0,0
27515020,1/1/2009,12/31/2010,0,0,0
27515030,1/1/2009,12/31/2010,0,0,0
27515040,1/1/2009,12/31/2010,0,0,0
27515050,1/1/2009,12/31/2010,0,0,0
27515070,1/1/2009,12/31/2010,0,0,0
27515080,1/1/2009,12/31/2010,0,0,0
27516010,1/1/2009,12/31/2010,0,0,0
27520110,1/1/2009,12/31/2010,0,0,0
27520120,1/1/2009,12/31/2010,0,0,0
27520130,1/1/2009,12/31/2010,0,0,0
27520135,1/1/2009,12/31/2010,0,0,0
27520140,1/1/2009,12/31/2010,0,0,0
27520150,1/1/2009,12/31/2010,0,0,0
27520160,1/1/2009,12/31/2010,0,0,0
27520165,1/1/2009,12/31/2010,0,0,0
27520166,1/1/2009,12/31/2010,0,0,0
27520170,1/1/2009,12/31/2010,0,0,0
27520250,1/1/2009,12/31/2010,0,0,0
27520300,1/1/2009,12/31/2010,0,0,0
27520310,1/1/2009,12/31/2010,0,0,0
27520320,1/1/2009,12/31/2010,0,0,0
27520330,1/1/2009,12/31/2010,0,0,0
27520340,1/1/2009,12/31/2010,0,0,0
27520350,1/1/2009,12/31/2010,0,0,0
27520360,1/1/2009,12/31/2010,0,0,0
27520370,1/1/2009,12/31/2010,0,0,0
27520380,1/1/2009,12/31/2010,0,0,0
27520390,1/1/2009,12/31/2010,0,0,0
27520410,1/1/2009,12/31/2010,0,0,0
27520420,1/1/2009,12/31/2010,0,0,0
27520500,1/1/2009,12/31/2010,0,0,0
27520510,1/1/2009,12/31/2010,0,0,0
27520520,1/1/2009,12/31/2010,0,0,0
27520530,1/1/2009,12/31/2010,0,0,0
27520540,1/1/2009,12/31/2010,0,0,0
27540110,1/1/2009,12/31/2010,0,0,0
27540111,1/1/2009,12/31/2010,0,0,0
27540120,1/1/2009,12/31/2010,0,0,0
27540130,1/1/2009,12/31/2010,0,0,0
27540140,1/1/2009,12/31/2010,0,0,0
27540145,1/1/2009,12/31/2010,0,0,0
27540150,1/1/2009,12/31/2010,0,0,0
27540151,1/1/2009,12/31/2010,0,0,0
27540170,1/1/2009,12/31/2010,0,0,0
27540180,1/1/2009,12/31/2010,0,0,0
27540190,1/1/2009,12/31/2010,0,0,0
27540200,1/1/2009,12/31/2010,0,0,0
27540210,1/1/2009,12/31/2010,0,0,0
27540230,1/1/2009,12/31/2010,0,0,0
27540235,1/1/2009,12/31/2010,0,0,0
27540240,1/1/2009,12/31/2010,0,0,0
27540250,1/1/2009,12/31/2010,0,0,0
27540260,1/1/2009,12/31/2010,0,0,0
27540270,1/1/2009,12/31/2010,0,0,0
27540280,1/1/2009,12/31/2010,0,0,0
27540290,1/1/2009,12/31/2010,0,0,0
27540291,1/1/2009,12/31/2010,0,0,0
27540300,1/1/2009,12/31/2010,0,0,0
27540310,1/1/2009,12/31/2010,0,0,0
27540320,1/1/2009,12/31/2010,0,0,0
27540330,1/1/2009,12/31/2010,0,0,0
27540350,1/1/2009,12/31/2010,0,0,0
27541000,1/1/2009,12/31/2010,0,0,0
27541001,1/1/2009,12/31/2010,0,0,0
27550000,1/1/2009,12/31/2010,0,0,0
27550100,1/1/2009,12/31/2010,0,0,0
27550110,1/1/2009,12/31/2010,0,0,0
27550510,1/1/2009,12/31/2010,0,0,0
27550710,1/1/2009,12/31/2010,0,0,0
27550720,1/1/2009,12/31/2010,0,0,0
27550730,1/1/2009,12/31/2010,0,0,0
27550750,1/1/2009,12/31/2010,0,0,0
27550751,1/1/2009,12/31/2010,0,0,0
27560000,1/1/2009,12/31/2010,0,0,0
27560110,1/1/2009,12/31/2010,0,0,0
27560120,1/1/2009,12/31/2010,0,0,0
27560300,1/1/2009,12/31/2010,0,0,0
27560310,1/1/2009,12/31/2010,-4.9,0,0
27560320,1/1/2009,12/31/2010,0,0,0
27560330,1/1/2009,12/31/2010,0,0,0
27560340,1/1/2009,12/31/2010,0,0,0
27560350,1/1/2009,12/31/2010,-8.5,0,0
27560360,1/1/2009,12/31/2010,0,0,0
27560370,1/1/2009,12/31/2010,0,0,0
27560380,1/1/2009,12/31/2010,0,0,0
27560400,1/1/2009,12/31/2010,0,0,0
27560410,1/1/2009,12/31/2010,0,0,0
27560510,1/1/2009,12/31/2010,0,0,0
27560650,1/1/2009,12/31/2010,0,0,0
27560660,1/1/2009,12/31/2010,0,0,0
27560670,1/1/2009,12/31/2010,0,0,0
27560700,1/1/2009,12/31/2010,0,0,0
27560705,1/1/2009,12/31/2010,0,0,0
27560710,1/1/2009,12/31/2010,0,0,0
27560720,1/1/2009,12/31/2010,0,0,0
27560910,1/1/2009,12/31/2010,0,0,0
27563010,1/1/2009,12/31/2010,0,0,0
27570310,1/1/2009,12/31/2010,0,0,0
27601000,1/1/2009,12/31/2010,0,0,0
27610100,1/1/2009,12/31/2010,0,0,0
27610110,1/1/2009,12/31/2010,0,0,0
27610120,1/1/2009,12/31/2010,0,0,0
27610710,1/1/2009,12/31/2010,0,0,0
27610730,1/1/2009,12/31/2010,0,0,0
27640050,1/1/2009,12/31/2010,0,0,0
27640100,1/1/2009,12/31/2010,0,0,0
27640110,1/1/2009,12/31/2010,0,0,0
27640120,1/1/2009,12/31/2010,0,0,0
27640810,1/1/2009,12/31/2010,0,0,0
27641000,1/1/2009,12/31/2010,0,0,0
27642100,1/1/2009,12/31/2010,0,0,0
27642110,1/1/2009,12/31/2010,0,0,0
27642120,1/1/2009,12/31/2010,0,0,0
27642130,1/1/2009,12/31/2010,0,0,0
27644110,1/1/2009,12/31/2010,0,0,0
28101000,1/1/2009,12/31/2010,0,0,0
28110000,1/1/2009,12/31/2010,0,0,0
28110120,1/1/2009,12/31/2010,0,0,0
28110150,1/1/2009,12/31/2010,0,0,0
28110200,1/1/2009,12/31/2010,0,0,0
28110220,1/1/2009,12/31/2010,0,0,0
28110250,1/1/2009,12/31/2010,0,0,0
28110270,1/1/2009,12/31/2010,0,0,0
28110300,1/1/2009,12/31/2010,0,0,0
28110310,1/1/2009,12/31/2010,0,0,0
28110330,1/1/2009,12/31/2010,0,0,0
28110340,1/1/2009,12/31/2010,0,0,0
28110350,1/1/2009,12/31/2010,0,0,0
28110370,1/1/2009,12/31/2010,0,0,0
28110380,1/1/2009,12/31/2010,0,0,0
28110390,1/1/2009,12/31/2010,0,0,0
28110510,1/1/2009,12/31/2010,0,0,0
28110620,1/1/2009,12/31/2010,0,0,0
28110640,1/1/2009,12/31/2010,0,0,0
28110660,1/1/2009,12/31/2010,0,0,0
28111010,1/1/2009,12/31/2010,0,0,0
28113110,1/1/2009,12/31/2010,0,0,0
28113140,1/1/2009,12/31/2010,0,0,0
28120310,1/1/2009,12/31/2010,0,0,0
28130000,1/1/2009,12/31/2010,0,0,0
28133110,1/1/2009,12/31/2010,0,0,0
28133210,1/1/2009,12/31/2010,0,0,0
28133220,1/1/2009,12/31/2010,0,0,0
28133340,1/1/2009,12/31/2010,0,0,0
28140100,1/1/2009,12/31/2010,0,0,0
28140150,1/1/2009,12/31/2010,0,0,0
28140250,1/1/2009,12/31/2010,0,0,0
28140320,1/1/2009,12/31/2010,0,0,0
28140710,1/1/2009,12/31/2010,0,0,0
28140720,1/1/2009,12/31/2010,0,0,0
28140730,1/1/2009,12/31/2010,0,0,0
28140740,1/1/2009,12/31/2010,0,0,0
28140810,1/1/2009,12/31/2010,0,0,0
28140910,1/1/2009,12/31/2010,0,0,0
28140920,1/1/2009,12/31/2010,0,0,0
28141010,1/1/2009,12/31/2010,0,0,0
28141050,1/1/2009,12/31/2010,0,0,0
28141201,1/1/2009,12/31/2010,0,0,0
28141250,1/1/2009,12/31/2010,0,0,0
28141300,1/1/2009,12/31/2010,0,0,0
28141600,1/1/2009,12/31/2010,0,0,0
28141610,1/1/2009,12/31/2010,0,0,0
28141630,1/1/2009,12/31/2010,0,0,0
28141640,1/1/2009,12/31/2010,0,0,0
28141650,1/1/2009,12/31/2010,0,0,0
28143010,1/1/2009,12/31/2010,0,0,0
28143020,1/1/2009,12/31/2010,0,0,0
28143030,1/1/2009,12/31/2010,0,0,0
28143040,1/1/2009,12/31/2010,0,0,0
28143050,1/1/2009,12/31/2010,0,0,0
28143080,1/1/2009,12/31/2010,0,0,0
28143110,1/1/2009,12/31/2010,0,0,0
28143130,1/1/2009,12/31/2010,0,0,0
28143150,1/1/2009,12/31/2010,0,0,0
28143170,1/1/2009,12/31/2010,0,0,0
28143180,1/1/2009,12/31/2010,0,0,0
28143190,1/1/2009,12/31/2010,0,0,0
28143200,1/1/2009,12/31/2010,0,0,0
28143210,1/1/2009,12/31/2010,0,0,0
28143220,1/1/2009,12/31/2010,0,0,0
28144100,1/1/2009,12/31/2010,0,0,0
28145000,1/1/2009,12/31/2010,0,0,0
28145100,1/1/2009,12/31/2010,0,0,0
28145110,1/1/2009,12/31/2010,0,0,0
28145210,1/1/2009,12/31/2010,0,0,0
28145610,1/1/2009,12/31/2010,0,0,0
28145710,1/1/2009,12/31/2010,0,0,0
28150000,1/1/2009,12/31/2010,0,0,0
28150210,1/1/2009,12/31/2010,0,0,0
28150220,1/1/2009,12/31/2010,0,0,0
28150230,1/1/2009,12/31/2010,0,0,0
28150240,1/1/2009,12/31/2010,-20,0,0
28150370,1/1/2009,12/31/2010,0,0,0
28150510,1/1/2009,12/31/2010,0,0,0
28150650,1/1/2009,12/31/2010,0,0,0
28150810,1/1/2009,12/31/2010,-10.6,4.2,4616
28150910,1/1/2009,12/31/2010,-10.6,4.3,4616
28152030,1/1/2009,12/31/2010,0,0,0
28152050,1/1/2009,12/31/2010,0,0,0
28153010,1/1/2009,12/31/2010,-10,0,0
28154010,1/1/2009,12/31/2010,0,0,0
28160300,1/1/2009,12/31/2010,0,0,0
28160310,1/1/2009,12/31/2010,0,0,0
28160650,1/1/2009,12/31/2010,0,0,0
28160660,1/1/2009,12/31/2010,0,0,0
28160710,1/1/2009,12/31/2010,0,0,0
28160810,1/1/2009,12/31/2010,0,0,0
28310110,1/1/2009,12/31/2010,0,0,0
28310120,1/1/2009,12/31/2010,0,0,0
28310130,1/1/2009,12/31/2010,0,0,0
28310140,1/1/2009,12/31/2010,0,0,0
28310150,1/1/2009,12/31/2010,0,0,0
28310160,1/1/2009,12/31/2010,0,0,0
28310170,1/1/2009,12/31/2010,0,0,0
28310210,1/1/2009,12/31/2010,0,0,0
28310220,1/1/2009,12/31/2010,0,0,0
28310230,1/1/2009,12/31/2010,-21.5,0,0
28310320,1/1/2009,12/31/2010,-28.1,0,0
28310330,1/1/2009,12/31/2010,-28.1,0,0
28310420,1/1/2009,12/31/2010,-28.1,0,0
28311010,1/1/2009,12/31/2010,0,0,0
28315100,1/1/2009,12/31/2010,0,0,0
28315110,1/1/2009,12/31/2010,0,0,0
28315120,1/1/2009,12/31/2010,0,0,0
28315130,1/1/2009,12/31/2010,0,0,0
28315140,1/1/2009,12/31/2010,-17.2,0,0
28315150,1/1/2009,12/31/2010,-16.9,0,0
28315160,1/1/2009,12/31/2010,-17.2,0,0
28316020,1/1/2009,12/31/2010,0,0,0
28317010,1/1/2009,12/31/2010,0,0,0
28320110,1/1/2009,12/31/2010,0,0,0
28320120,1/1/2009,12/31/2010,-13,0,0
28320130,1/1/2009,12/31/2010,-20,0,0
28320140,1/1/2009,12/31/2010,-28.1,0,0
28320150,1/1/2009,12/31/2010,-13,0,0
28320300,1/1/2009,12/31/2010,-15,0,0
28321130,1/1/2009,12/31/2010,-16.9,0,0
28330110,1/1/2009,12/31/2010,0,0,0
28331110,1/1/2009,12/31/2010,-28,-2,4520
28340110,1/1/2009,12/31/2010,0,0,0
28340120,1/1/2009,12/31/2010,0,0,0
28340130,1/1/2009,12/31/2010,0,0,0
28340140,1/1/2009,12/31/2010,0,0,0
28340150,1/1/2009,12/31/2010,-18.5,0,0
28340170,1/1/2009,12/31/2010,0,0,0
28340210,1/1/2009,12/31/2010,-31.4,-0.6,4542
28340220,1/1/2009,12/31/2010,-31.4,0,0
28340310,1/1/2009,12/31/2010,0,0,0
28340510,1/1/2009,12/31/2010,0,0,0
28340520,1/1/2009,12/31/2010,0,0,0
28340530,1/1/2009,12/31/2010,0,0,0
28340550,1/1/2009,12/31/2010,-28,0,0
28340580,1/1/2009,12/31/2010,0,0,0
28340590,1/1/2009,12/31/2010,-16.6,0,0
28340610,1/1/2009,12/31/2010,0,0,0
28340620,1/1/2009,12/31/2010,0,0,0
28340630,1/1/2009,12/31/2010,0,0,0
28340640,1/1/2009,12/31/2010,0,0,0
28340650,1/1/2009,12/31/2010,0,0,0
28340660,1/1/2009,12/31/2010,-14.9,0,0
28340670,1/1/2009,12/31/2010,-18.5,0,0
28340680,1/1/2009,12/31/2010,-16.9,0,0
28340690,1/1/2009,12/31/2010,0,0,0
28340700,1/1/2009,12/31/2010,0,0,0
28340750,1/1/2009,12/31/2010,0,0,0
28340800,1/1/2009,12/31/2010,0,0,0
28345010,1/1/2009,12/31/2010,0,0,0
28345020,1/1/2009,12/31/2010,0,0,0
28345030,1/1/2009,12/31/2010,0,0,0
28345040,1/1/2009,12/31/2010,0,0,0
28345110,1/1/2009,12/31/2010,0,0,0
28345120,1/1/2009,12/31/2010,0,0,0
28345130,1/1/2009,12/31/2010,0,0,0
28345140,1/1/2009,12/31/2010,0,0,0
28345160,1/1/2009,12/31/2010,0,0,0
28345170,1/1/2009,12/31/2010,-10,-6.3,4574
28350040,1/1/2009,12/31/2010,0,0,0
28350050,1/1/2009,12/31/2010,-20,0,0
28350110,1/1/2009,12/31/2010,-10,0,0
28350120,1/1/2009,12/31/2010,-10,0,0
28350210,1/1/2009,12/31/2010,-20,0,0
28350220,1/1/2009,12/31/2010,0,0,0
28350310,1/1/2009,12/31/2010,0,0,0
28351110,1/1/2009,12/31/2010,-15,0,0
28351120,1/1/2009,12/31/2010,-15,0,0
28351160,1/1/2009,12/31/2010,-20,0,0
28351170,1/1/2009,12/31/2010,-20,0,0
28355110,1/1/2009,12/31/2010,0,0,0
28355120,1/1/2009,12/31/2010,0,0,0
28355130,1/1/2009,12/31/2010,0,0,0
28355140,1/1/2009,12/31/2010,0,0,0
28355210,1/1/2009,12/31/2010,-10,0,0
28355250,1/1/2009,12/31/2010,-10,0,0
28355260,1/1/2009,12/31/2010,-17.4,0,0
28355310,1/1/2009,12/31/2010,-6,0,0
28355350,1/1/2009,12/31/2010,-10,0,0
28355410,1/1/2009,12/31/2010,0,0,0
28355420,1/1/2009,12/31/2010,-10,0,0
28355430,1/1/2009,12/31/2010,0,0,0
28355440,1/1/2009,12/31/2010,-10,0,0
28355450,1/1/2009,12/31/2010,-15,0,0
28355460,1/1/2009,12/31/2010,-15,0,0
28355470,1/1/2009,12/31/2010,-15,0,0
28355480,1/1/2009,12/31/2010,-15,0,0
28360100,1/1/2009,12/31/2010,0,0,0
28360210,1/1/2009,12/31/2010,-17.4,0,0
28400000,1/1/2009,12/31/2010,0,0,0
28401200,1/1/2009,12/31/2010,0,0,0
28410000,1/1/2009,12/31/2010,0,0,0
28500000,1/1/2009,12/31/2010,0,0,0
28500010,1/1/2009,12/31/2010,0,0,0
28500020,1/1/2009,12/31/2010,0,0,0
28500030,1/1/2009,12/31/2010,0,0,0
28500040,1/1/2009,12/31/2010,0,0,0
28500050,1/1/2009,12/31/2010,0,0,0
28500060,1/1/2009,12/31/2010,0,0,0
28500070,1/1/2009,12/31/2010,-10,0,0
28500080,1/1/2009,12/31/2010,-10,0,0
28500100,1/1/2009,12/31/2010,0,0,0
28500150,1/1/2009,12/31/2010,-10,0,0
28501010,1/1/2009,12/31/2010,-2.5,0,0
28501110,1/1/2009,12/31/2010,-2.5,0,0
28510010,1/1/2009,12/31/2010,0,0,0
28510020,1/1/2009,12/31/2010,0,0,0
28510030,1/1/2009,12/31/2010,-7.9,0,0
28520000,1/1/2009,12/31/2010,0,0,0
28520100,1/1/2009,12/31/2010,0,0,0
28522000,1/1/2009,12/31/2010,-10,0,0
28522050,1/1/2009,12/31/2010,-10,0,0
31101010,1/1/2009,12/31/2010,0,0,0
31102000,1/1/2009,12/31/2010,0,0,0
31103000,1/1/2009,12/31/2010,0,0,0
31104000,1/1/2009,12/31/2010,0,0,0
31105000,1/1/2009,12/31/2010,-12,0,0
31105010,1/1/2009,12/31/2010,-12,0,0
31106000,1/1/2009,12/31/2010,-10,0,0
31106010,1/1/2009,12/31/2010,-10,0,0
31106020,1/1/2009,12/31/2010,-10,0,0
31107000,1/1/2009,12/31/2010,0,0,0
31108010,1/1/2009,12/31/2010,0,0,0
31109000,1/1/2009,12/31/2010,0,0,0
31109010,1/1/2009,12/31/2010,0,0,0
31109020,1/1/2009,12/31/2010,0,0,0
31110010,1/1/2009,12/31/2010,0,0,0
31111000,1/1/2009,12/31/2010,0,0,0
31111010,1/1/2009,12/31/2010,0,0,0
31111020,1/1/2009,12/31/2010,0,0,0
31201000,1/1/2009,12/31/2010,0,0,0
31202000,1/1/2009,12/31/2010,0,0,0
31203000,1/1/2009,12/31/2010,0,0,0
32101000,1/1/2009,12/31/2010,0,0,0
32101500,1/1/2009,12/31/2010,-2,0,0
32102000,1/1/2009,12/31/2010,0,0,0
32103000,1/1/2009,12/31/2010,0,0,0
32104100,1/1/2009,12/31/2010,-9,0,0
32104900,1/1/2009,12/31/2010,-12,0,0
32104950,1/1/2009,12/31/2010,-12,0,0
32105000,1/1/2009,12/31/2010,-12,0,0
32105010,1/1/2009,12/31/2010,-12,0,0
32105013,1/1/2009,12/31/2010,-12,0,0
32105020,1/1/2009,12/31/2010,-12,0,0
32105030,1/1/2009,12/31/2010,-12,0,0
32105040,1/1/2009,12/31/2010,-12,0,0
32105045,1/1/2009,12/31/2010,-12,0,0
32105048,1/1/2009,12/31/2010,-12,0,0
32105049,1/1/2009,12/31/2010,-12,0,0
32105050,1/1/2009,12/31/2010,-12,0,0
32105055,1/1/2009,12/31/2010,-12,0,0
32105059,1/1/2009,12/31/2010,-12,0,0
32105060,1/1/2009,12/31/2010,-12,0,0
32105080,1/1/2009,12/31/2010,-12,0,0
32105081,1/1/2009,12/31/2010,0,0,0
32105082,1/1/2009,12/31/2010,-12,0,0
32105085,1/1/2009,12/31/2010,-12,0,0
32105100,1/1/2009,12/31/2010,-12,0,0
32105110,1/1/2009,12/31/2010,-12,0,0
32105116,1/1/2009,12/31/2010,-12,0,0
32105117,1/1/2009,12/31/2010,-12,0,0
32105118,1/1/2009,12/31/2010,-12,0,0
32105119,1/1/2009,12/31/2010,-12,0,0
32105120,1/1/2009,12/31/2010,-12,0,0
32105121,1/1/2009,12/31/2010,-12,0,0
32105122,1/1/2009,12/31/2010,-12,0,0
32105123,1/1/2009,12/31/2010,-12,0,0
32105125,1/1/2009,12/31/2010,-12,0,0
32105126,1/1/2009,12/31/2010,-12,0,0
32105130,1/1/2009,12/31/2010,-12,0,0
32105150,1/1/2009,12/31/2010,-12,0,0
32105160,1/1/2009,12/31/2010,-12,0,0
32105161,1/1/2009,12/31/2010,-12,0,0
32105170,1/1/2009,12/31/2010,-12,0,0
32105180,1/1/2009,12/31/2010,-9,0,0
32105190,1/1/2009,12/31/2010,-10,0,0
32105200,1/1/2009,12/31/2010,0,0,0
