Food code,Start date,End date,Seq num,SR code,SR description,Amount,Measure,Portion code,Retention code,Flag,Weight
52213010,01-Jan-13,31-Dec-14,2,20022,"Cornmeal, degermed, enriched, yellow",1,C,10205,301,0,138
52213010,01-Jan-13,31-Dec-14,3,2047,"Salt, table",1,TS,10205,0,0,6
52213010,01-Jan-13,31-Dec-14,4,81102010,"Margarine, stick, salted",2,TB,22000,0,4,28.2
52213010,01-Jan-13,31-Dec-14,5,1123,"Egg, whole, raw, fresh",3,,60919,101,0,150
52215000,01-Jan-13,31-Dec-14,1,18364,"Tortillas, ready-to-bake or -fry, flour, refrigerated",100,GM,0,0,0,100
52215100,01-Jan-13,31-Dec-14,1,18363,"Tortillas, ready-to-bake or -fry, corn",100,GM,0,0,0,100
52215200,01-Jan-13,31-Dec-14,1,18364,"Tortillas, ready-to-bake or -fry, flour, refrigerated",100,GM,0,0,0,100
52215260,01-Jan-13,31-Dec-14,1,28295,"Tortillas, ready-to-bake or -fry, whole wheat",100,GM,0,301,0,100
52215300,01-Jan-13,31-Dec-14,1,18360,"Taco shells, baked",100,GM,0,0,0,100
52215350,01-Jan-13,31-Dec-14,1,18364,"Tortillas, ready-to-bake or -fry, flour, refrigerated",100,GM,0,305,0,100
52220110,01-Jan-13,31-Dec-14,1,20022,"Cornmeal, degermed, enriched, yellow",1,C,10205,301,0,138
52220110,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",0.5,TS,22000,0,0,2.3
52220110,01-Jan-13,31-Dec-14,3,12117,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",0.5,C,10205,2201,0,120
52220110,01-Jan-13,31-Dec-14,4,12104,"Nuts, coconut meat, raw",0.25,C,10159,2201,0,20
52220110,01-Jan-13,31-Dec-14,5,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",0.5,C,10205,2152,0,122
52220110,01-Jan-13,31-Dec-14,6,1123,"Egg, whole, raw, fresh",1,,60919,101,0,50
52220110,01-Jan-13,31-Dec-14,7,81102010,"Margarine, stick, salted",1,TB,22000,0,4,14.1
52220110,01-Jan-13,31-Dec-14,8,2047,"Salt, table",0.5,TS,10205,0,0,3
52220110,01-Jan-13,31-Dec-14,9,14429,"Beverages, water, tap, municipal",0.125,C,10205,0,0,29.625
52301000,01-Jan-13,31-Dec-14,1,18274,"Muffins, blueberry, commercially prepared (Includes mini-muffins)",100,GM,0,0,0,100
52302010,01-Jan-13,31-Dec-14,1,18274,"Muffins, blueberry, commercially prepared (Includes mini-muffins)",100,GM,0,0,0,100
52302020,01-Jan-13,31-Dec-14,1,18940,"Muffin, blueberry, commercially prepared, low-fat",100,GM,0,0,0,100
52302500,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52302500,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52302500,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52302500,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52302500,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52302500,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52302500,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52302500,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52302500,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52302500,01-Jan-13,31-Dec-14,10,19080,"Candies, semisweet chocolate",1,C,10010,0,0,168
52302600,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52302600,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52302600,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52302600,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52302600,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52302600,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52302600,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52302600,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52302600,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52302600,01-Jan-13,31-Dec-14,10,19078,"Baking chocolate, unsweetened, squares",2,WO,0,0,0,56.7
52303010,01-Jan-13,31-Dec-14,1,20080,"Wheat flour, whole-grain",2,C,10205,301,0,240
52303010,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52303010,01-Jan-13,31-Dec-14,3,19335,"Sugars, granulated",0.6667,C,10205,0,0,133.34
52303010,01-Jan-13,31-Dec-14,4,2047,"Salt, table",0.5,TS,10205,0,0,3
52303010,01-Jan-13,31-Dec-14,5,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52303010,01-Jan-13,31-Dec-14,6,11100000,"Milk, NFS",1,C,10205,2152,0,244
52303010,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52303500,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",1.3333,C,10205,301,0,166.663
52303500,01-Jan-13,31-Dec-14,2,20080,"Wheat flour, whole-grain",0.6667,C,10205,301,0,80.004
52303500,01-Jan-13,31-Dec-14,3,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52303500,01-Jan-13,31-Dec-14,4,19335,"Sugars, granulated",0.6667,C,10205,0,0,133.34
52303500,01-Jan-13,31-Dec-14,5,2047,"Salt, table",0.5,TS,10205,0,0,3
52303500,01-Jan-13,31-Dec-14,6,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52303500,01-Jan-13,31-Dec-14,7,11100000,"Milk, NFS",1,C,10205,2152,0,244
52303500,01-Jan-13,31-Dec-14,8,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52304000,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",1.3333,C,10205,301,0,166.663
52304000,01-Jan-13,31-Dec-14,2,20080,"Wheat flour, whole-grain",0.6667,C,10205,301,0,80.004
52304000,01-Jan-13,31-Dec-14,3,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52304000,01-Jan-13,31-Dec-14,4,19335,"Sugars, granulated",0.6667,C,10205,0,0,133.34
52304000,01-Jan-13,31-Dec-14,5,2047,"Salt, table",0.5,TS,10205,0,0,3
52304000,01-Jan-13,31-Dec-14,6,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52304000,01-Jan-13,31-Dec-14,7,11100000,"Milk, NFS",1,C,10205,2152,0,244
52304000,01-Jan-13,31-Dec-14,8,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52304010,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,0,0,250
52304010,01-Jan-13,31-Dec-14,2,20033,"Oat bran, raw",1.5,C,10205,301,0,141
52304010,01-Jan-13,31-Dec-14,3,19335,"Sugars, granulated",2,TB,10205,0,0,25
52304010,01-Jan-13,31-Dec-14,4,18372,"Leavening agents, baking soda",1.25,TS,22000,0,0,5.75
52304010,01-Jan-13,31-Dec-14,5,1230,"Milk, buttermilk, fluid, whole",488,GM,0,0,0,488
52304010,01-Jan-13,31-Dec-14,6,19304,Molasses,0.5,C,10205,0,0,164
52304010,01-Jan-13,31-Dec-14,7,1123,"Egg, whole, raw, fresh",1,,60919,101,0,50
52304010,01-Jan-13,31-Dec-14,8,1001,"Butter, salted",3,TB,10205,0,0,42.563
52304040,01-Jan-13,31-Dec-14,1,20080,"Wheat flour, whole-grain",2,C,10205,301,0,240
52304040,01-Jan-13,31-Dec-14,2,20081,"Wheat flour, white, all-purpose, enriched, bleached",3,C,10205,301,0,375
52304040,01-Jan-13,31-Dec-14,3,18372,"Leavening agents, baking soda",5,TS,22000,0,0,23
52304040,01-Jan-13,31-Dec-14,4,2047,"Salt, table",1,TB,10205,0,5,18
52304040,01-Jan-13,31-Dec-14,5,19334,"Sugars, brown",1.5,C,10010,0,0,330
52304040,01-Jan-13,31-Dec-14,6,20033,"Oat bran, raw",3,C,10205,301,0,282
52304040,01-Jan-13,31-Dec-14,7,9298,"Raisins, seedless",2,C,10205,0,0,290
52304040,01-Jan-13,31-Dec-14,8,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52304040,01-Jan-13,31-Dec-14,9,1124,"Egg, white, raw, fresh",2,,62743,101,0,66
52304040,01-Jan-13,31-Dec-14,10,9020,"Applesauce, canned, sweetened, without salt (includes USDA commodity)",1,C,10149,0,0,255
52304040,01-Jan-13,31-Dec-14,11,19304,Molasses,0.25,C,10205,0,0,82
52304040,01-Jan-13,31-Dec-14,12,1088,"Milk, buttermilk, fluid, cultured, lowfat",4,,10205,0,0,976
52304040,01-Jan-13,31-Dec-14,13,14411,"Beverages, water, tap, drinking",1.5,C,10205,0,0,355.5
52304100,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",1.25,C,10205,301,0,156.25
52304100,01-Jan-13,31-Dec-14,2,8120,"Cereals, oats, regular and quick, not fortified, dry",0.75,C,10205,301,0,60.75
52304100,01-Jan-13,31-Dec-14,3,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52304100,01-Jan-13,31-Dec-14,4,19335,"Sugars, granulated",0.6667,C,10205,0,0,133.34
52304100,01-Jan-13,31-Dec-14,5,2047,"Salt, table",0.5,TS,10205,0,0,3
52304100,01-Jan-13,31-Dec-14,6,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52304100,01-Jan-13,31-Dec-14,7,11100000,"Milk, NFS",1,C,10205,2152,0,244
52304100,01-Jan-13,31-Dec-14,8,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52304150,01-Jan-13,31-Dec-14,1,18283,"Muffins, oat bran",100,GM,0,0,0,100
52306010,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52306010,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52306010,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52306010,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52306010,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52306010,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52306010,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52306010,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52306010,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52306300,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52306300,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52306300,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52306300,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52306300,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52306300,01-Jan-13,31-Dec-14,6,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52306300,01-Jan-13,31-Dec-14,7,1009,"Cheese, cheddar",0.75,,10159,1,0,84.75
52306500,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52306500,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52306500,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52306500,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52306500,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52306500,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52306500,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52306500,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52306500,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52306500,01-Jan-13,31-Dec-14,10,11424,"Pumpkin, canned, without salt",1,C,10205,3451,0,245
52306550,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52306550,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52306550,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52306550,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52306550,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52306550,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52306550,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52306550,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52306550,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52306550,01-Jan-13,31-Dec-14,10,11477,"Squash, summer, zucchini, includes skin, raw",2,C,10010,3451,0,226
52306700,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52306700,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52306700,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52306700,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52306700,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52306700,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52306700,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52306700,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52306700,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52306700,01-Jan-13,31-Dec-14,10,11124,"Carrots, raw",2,C,10098,3451,0,220
52311010,01-Jan-13,31-Dec-14,1,11100000,"Milk, NFS",1,C,10205,2152,0,244
52311010,01-Jan-13,31-Dec-14,2,20081,"Wheat flour, white, all-purpose, enriched, bleached",1,C,10205,301,0,125
52311010,01-Jan-13,31-Dec-14,3,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52311010,01-Jan-13,31-Dec-14,4,1001,"Butter, salted",1,TB,10205,0,0,14.188
52311010,01-Jan-13,31-Dec-14,5,2047,"Salt, table",0.25,TS,10205,0,0,1.5
52401000,01-Jan-13,31-Dec-14,1,18021,"Bread, boston brown, canned",100,GM,0,0,0,100
52403000,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52403000,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52403000,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52403000,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52403000,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52403000,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52403000,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52403000,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52403000,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52403000,01-Jan-13,31-Dec-14,10,12155,"Nuts, walnuts, english",0.5,C,10010,2201,0,60
52404060,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52404060,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52404060,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52404060,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52404060,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52404060,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52404060,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52404060,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52404060,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52404060,01-Jan-13,31-Dec-14,10,11424,"Pumpkin, canned, without salt",1,C,10205,3451,0,245
52405010,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52405010,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52405010,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52405010,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52405010,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52405010,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52405010,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52405010,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52405010,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52405010,01-Jan-13,31-Dec-14,10,9040,"Bananas, raw",0.5,C,10118,151,0,112.5
52405010,01-Jan-13,31-Dec-14,11,12155,"Nuts, walnuts, english",0.5,C,10010,0,0,60
52407000,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
52407000,01-Jan-13,31-Dec-14,2,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TB,22000,0,0,13.8
52407000,01-Jan-13,31-Dec-14,3,2047,"Salt, table",0.5,TS,10205,0,0,3
52407000,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",2,,60919,101,0,100
52407000,01-Jan-13,31-Dec-14,5,11100000,"Milk, NFS",1,C,10205,2152,0,244
52407000,01-Jan-13,31-Dec-14,6,19334,"Sugars, brown",0.6667,C,10010,0,0,146.674
52407000,01-Jan-13,31-Dec-14,7,82101000,"Vegetable oil, NFS",0.5,C,10205,0,0,109
52407000,01-Jan-13,31-Dec-14,8,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
52407000,01-Jan-13,31-Dec-14,9,19335,"Sugars, granulated",0.3333,C,10205,0,0,66.66
52407000,01-Jan-13,31-Dec-14,10,11477,"Squash, summer, zucchini, includes skin, raw",2,C,10010,3451,0,226
52408000,01-Jan-13,31-Dec-14,1,20081,"Wheat flour, white, all-purpose, enriched, bleached",1.6667,C,10205,301,0,208.338
52408000,01-Jan-13,31-Dec-14,2,1088,"Milk, buttermilk, fluid, cultured, lowfat",0.6667,C,10205,2152,0,162.675
52408000,01-Jan-13,31-Dec-14,3,9298,"Raisins, seedless",1,C,10205,251,0,145
52408000,01-Jan-13,31-Dec-14,4,1001,"Butter, salted",0.25,C,10205,0,0,56.75
52408000,01-Jan-13,31-Dec-14,5,1123,"Egg, whole, raw, fresh",1,,60919,101,0,50
52408000,01-Jan-13,31-Dec-14,6,19335,"Sugars, granulated",2,TB,10205,0,0,25
52408000,01-Jan-13,31-Dec-14,7,2005,"Spices, caraway seed",2,TS,21000,0,0,4.467
52408000,01-Jan-13,31-Dec-14,8,2047,"Salt, table",0.5,TS,10205,0,0,3
52408000,01-Jan-13,31-Dec-14,9,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",1,TS,22000,0,0,4.6
52408000,01-Jan-13,31-Dec-14,10,18372,"Leavening agents, baking soda",0.5,TS,22000,0,0,2.3
53100050,01-Jan-13,31-Dec-14,1,18097,"Cake, pudding-type, chocolate, dry mix",16.5,WO,0,0,0,467.775
53100050,01-Jan-13,31-Dec-14,2,14411,"Beverages, water, tap, drinking",1,C,10205,0,0,237
53100050,01-Jan-13,31-Dec-14,3,82101000,"Vegetable oil, NFS",0.3333,C,10205,0,0,72.659
53100050,01-Jan-13,31-Dec-14,4,1123,"Egg, whole, raw, fresh",3,,60919,0,0,150
53100070,01-Jan-13,31-Dec-14,1,18144,"Cake, yellow, enriched, dry mix",16.5,WO,0,0,0,467.775
53100070,01-Jan-13,31-Dec-14,2,14411,"Beverages, water, tap, drinking",1,C,10205,0,0,237
53100070,01-Jan-13,31-Dec-14,3,1123,"Egg, whole, raw, fresh",3,,60919,0,0,150
53100070,01-Jan-13,31-Dec-14,4,82101000,"Vegetable oil, NFS",0.3333,C,10205,0,0,72.659
53100100,01-Jan-13,31-Dec-14,1,18096,"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery",100,GM,0,0,0,100
53101100,01-Jan-13,31-Dec-14,1,18088,"Cake, angelfood, dry mix, prepared",100,GM,0,301,0,100
53101200,01-Jan-13,31-Dec-14,1,18088,"Cake, angelfood, dry mix, prepared",1,,62341,0,0,596
53101200,01-Jan-13,31-Dec-14,2,1001,"Butter, salted",0.3333,C,10205,0,0,75.659
53101200,01-Jan-13,31-Dec-14,3,19336,"Sugars, powdered",2,C,10205,0,0,240
53101200,01-Jan-13,31-Dec-14,4,14411,"Beverages, water, tap, drinking",4,TB,10205,0,0,59.25
53101250,01-Jan-13,31-Dec-14,1,18088,"Cake, angelfood, dry mix, prepared",1,,62341,0,0,596
53101250,01-Jan-13,31-Dec-14,2,1054,"Cream, whipped, cream topping, pressurized",2,C,10205,0,0,120
53101250,01-Jan-13,31-Dec-14,3,9316,"Strawberries, raw",2,C,10105,0,0,304
53101250,01-Jan-13,31-Dec-14,4,19335,"Sugars, granulated",2,TB,10205,0,0,25
53102100,01-Jan-13,31-Dec-14,1,19335,"Sugars, granulated",1.5,C,10205,0,0,300
53102100,01-Jan-13,31-Dec-14,2,82101000,"Vegetable oil, NFS",1,C,10205,0,0,218
53102100,01-Jan-13,31-Dec-14,3,1123,"Egg, whole, raw, fresh",3,,60919,101,0,150
53102100,01-Jan-13,31-Dec-14,4,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
53102100,01-Jan-13,31-Dec-14,5,2010,"Spices, cinnamon, ground",2,TS,21000,0,0,5.2
53102100,01-Jan-13,31-Dec-14,6,18372,"Leavening agents, baking soda",1,TS,22000,0,0,4.6
53102100,01-Jan-13,31-Dec-14,7,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
53102100,01-Jan-13,31-Dec-14,8,2047,"Salt, table",0.5,TS,10205,0,0,3
53102100,01-Jan-13,31-Dec-14,9,12155,"Nuts, walnuts, english",1,C,10036,2201,0,120
53102100,01-Jan-13,31-Dec-14,10,9020,"Applesauce, canned, sweetened, without salt (includes USDA commodity)",1.5,C,10149,151,0,382.5
53102200,01-Jan-13,31-Dec-14,1,19335,"Sugars, granulated",1.5,C,10205,0,0,300
53102200,01-Jan-13,31-Dec-14,2,82101000,"Vegetable oil, NFS",1,C,10205,0,0,218
53102200,01-Jan-13,31-Dec-14,3,1123,"Egg, whole, raw, fresh",3,,60919,101,0,150
53102200,01-Jan-13,31-Dec-14,4,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
53102200,01-Jan-13,31-Dec-14,5,2010,"Spices, cinnamon, ground",2,TS,21000,0,0,5.2
53102200,01-Jan-13,31-Dec-14,6,18372,"Leavening agents, baking soda",1,TS,22000,0,0,4.6
53102200,01-Jan-13,31-Dec-14,7,2052,"Vanilla extract, imitation, no alcohol",3,TS,10205,0,0,13
53102200,01-Jan-13,31-Dec-14,8,2047,"Salt, table",0.5,TS,10205,0,0,3
53102200,01-Jan-13,31-Dec-14,9,12155,"Nuts, walnuts, english",1,C,10036,2201,0,120
53102200,01-Jan-13,31-Dec-14,10,9020,"Applesauce, canned, sweetened, without salt (includes USDA commodity)",1.5,C,10149,151,0,382.5
53102200,01-Jan-13,31-Dec-14,11,1017,"Cheese, cream",227,GM,0,0,3,227
53102200,01-Jan-13,31-Dec-14,12,1001,"Butter, salted",0.75,C,10205,0,0,170.25
53102200,01-Jan-13,31-Dec-14,13,19336,"Sugars, powdered",3,C,10205,0,0,360
53102600,01-Jan-13,31-Dec-14,1,19335,"Sugars, granulated",1.5,C,10205,0,0,300
53102600,01-Jan-13,31-Dec-14,2,82101000,"Vegetable oil, NFS",1,C,10205,0,4,218
53102600,01-Jan-13,31-Dec-14,3,1123,"Egg, whole, raw, fresh",3,,60919,101,0,150
53102600,01-Jan-13,31-Dec-14,4,20081,"Wheat flour, white, all-purpose, enriched, bleached",2,C,10205,301,0,250
53102600,01-Jan-13,31-Dec-14,5,2010,"Spices, cinnamon, ground",2,TS,21000,0,0,5.2
53102600,01-Jan-13,31-Dec-14,6,18372,"Leavening agents, baking soda",1,TS,22000,0,0,4.6
53102600,01-Jan-13,31-Dec-14,7,2052,"Vanilla extract, imitation, no alcohol",1,TS,10205,0,0,4.333
53102600,01-Jan-13,31-Dec-14,8,2047,"Salt, table",0.5,TS,10205,0,0,3
53102600,01-Jan-13,31-Dec-14,9,12155,"Nuts, walnuts, english",1,C,10036,2201,0,120
53102600,01-Jan-13,31-Dec-14,10,9040,"Bananas, raw",1.5,C,10118,151,0,337.5
53102700,01-Jan-13,31-Dec-14,1,19335,"Sugars, granulated",1.5,C,10205,0,0,300
53102700,01-Jan-13,31-Dec-14,2,82101000,"Vegetable oil, NFS",1,C,10205,0,0,218
